,u,v,key,osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry,startpoint,endpoint,Filename,Date,Time
324,4464303722,10800011664,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,75.001,40,"LINESTRING (104.8631394 11.5629965, 104.8638276 11.5629774)","(11.5629965, 104.8631394)","(11.5629774, 104.8638276)",01-Sep-23 8.35 AM - 20240115195216.png,01-Sep-23,8:35 AM
325,4515734695,4515734700,10000,1160049979,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,139.995,40,"LINESTRING (104.9207206 11.5547461, 104.9209117 11.5535011)","(11.5547461, 104.9207206)","(11.5535011, 104.9209117)",01-Sep-23 8.35 AM - 20240115195220.png,01-Sep-23,8:35 AM
326,4515734695,6097040540,10000,1160049979,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,120.632,40,"LINESTRING (104.9205559 11.5558189, 104.9207206 11.5547461)","(11.5558189, 104.9205559)","(11.5547461, 104.9207206)",01-Sep-23 8.35 AM - 20240115195224.png,01-Sep-23,8:35 AM
327,4515734713,7131143566,10000,1160049979,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,117.674,40,"LINESTRING (104.9221018 11.5457476, 104.9222624 11.5447011)","(11.5457476, 104.9221018)","(11.5447011, 104.9222624)",01-Sep-23 8.35 AM - 20240115195228.png,01-Sep-23,8:35 AM
328,4515734713,6100191544,10000,1160049979,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,267.384,40,"LINESTRING (104.9217368 11.5481255, 104.9220394 11.546154, 104.9221018 11.5457476)","(11.5481255, 104.9217368)","(11.5457476, 104.9221018)",01-Sep-23 8.35 AM - 20240115195233.png,01-Sep-23,8:35 AM
329,4519255443,5367429931,10000,1160028286,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,77.445,40,"LINESTRING (104.9226295 11.5429147, 104.9225263 11.5436038)","(11.5429147, 104.9226295)","(11.5436038, 104.9225263)",01-Sep-23 8.35 AM - 20240115195237.png,01-Sep-23,8:35 AM
330,4519255443,10258548197,10000,1160028286,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,28.473,40,"LINESTRING (104.9226698 11.5426617, 104.9226295 11.5429147)","(11.5426617, 104.9226698)","(11.5429147, 104.9226295)",01-Sep-23 8.35 AM - 20240115195249.png,01-Sep-23,8:35 AM
331,4519255446,10569253102,10000,1160028287,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,42.978,40,"LINESTRING (104.9226275 11.542311, 104.9226842 11.5419285)","(11.542311, 104.9226275)","(11.5419285, 104.9226842)",01-Sep-23 8.35 AM - 20240115195254.png,01-Sep-23,8:35 AM
332,4957509226,10785170936,10000,651911495,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,56.178,40,"LINESTRING (104.8950139 11.5685924, 104.894531 11.5684151)","(11.5685924, 104.8950139)","(11.5684151, 104.894531)",01-Sep-23 8.35 AM - 20240115195259.png,01-Sep-23,8:35 AM
333,5037476756,10767130517,10000,920002943,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,19.314,,"LINESTRING (104.8699626 11.5629535, 104.8697854 11.5629592)","(11.5629535, 104.8699626)","(11.5629592, 104.8697854)",01-Sep-23 8.35 AM - 20240115195303.png,01-Sep-23,8:35 AM
334,5067148951,6125451106,10000,416777832,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,12.443,,"LINESTRING (104.9016349 11.5698451, 104.9017483 11.5698585)","(11.5698451, 104.9016349)","(11.5698585, 104.9017483)",01-Sep-23 8.35 AM - 20240115195307.png,01-Sep-23,8:35 AM
335,5067179974,6112714436,10000,674194609,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,168.632,,"LINESTRING (104.9028084 11.5700785, 104.902295 11.5701242, 104.9012697 11.5700051)","(11.5700785, 104.9028084)","(11.5700051, 104.9012697)",01-Sep-23 8.35 AM - 20240115195311.png,01-Sep-23,8:35 AM
336,5067179974,10773644937,10000,1110567028,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,27.832,40,"LINESTRING (104.9030624 11.5701055, 104.9028084 11.5700785)","(11.5701055, 104.9030624)","(11.5700785, 104.9028084)",01-Sep-23 8.35 AM - 20240115195315.png,01-Sep-23,8:35 AM
337,5130740333,5727365767,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,113.066,40,"LINESTRING (104.866288 11.5630082, 104.8652506 11.5630393)","(11.5630082, 104.866288)","(11.5630393, 104.8652506)",01-Sep-23 8.35 AM - 20240115195319.png,01-Sep-23,8:35 AM
338,5130747444,5727365779,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,40.566,40,"LINESTRING (104.8647316 11.5630549, 104.8643594 11.563066)","(11.5630549, 104.8647316)","(11.563066, 104.8643594)",01-Sep-23 8.35 AM - 20240115195323.png,01-Sep-23,8:35 AM
339,5130747444,5727365776,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,17.504,40,"LINESTRING (104.8648922 11.5630501, 104.8647316 11.5630549)","(11.5630501, 104.8648922)","(11.5630549, 104.8647316)",01-Sep-23 8.35 AM - 20240115195327.png,01-Sep-23,8:35 AM
340,5132223930,5132223938,10000,916402674,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,59.367000000000004,40,"LINESTRING (104.8377977 11.5475944, 104.8378659 11.5477478, 104.8379586 11.5479364, 104.8380363 11.548074)","(11.5475944, 104.8377977)","(11.548074, 104.8380363)",01-Sep-23 8.35 AM - 20240115195332.png,01-Sep-23,8:35 AM
341,5132223930,5132223935,10000,916402674,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,72.757,40,"LINESTRING (104.8375522 11.5469859, 104.8377977 11.5475944)","(11.5469859, 104.8375522)","(11.5475944, 104.8377977)",01-Sep-23 8.35 AM - 20240115195336.png,01-Sep-23,8:35 AM
342,5132223931,10805629853,10000,916402674,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,210.414,40,"LINESTRING (104.8395638 11.5496513, 104.8408256 11.5507157, 104.8409577 11.5509423)","(11.5496513, 104.8395638)","(11.5509423, 104.8409577)",01-Sep-23 8.35 AM - 20240115195340.png,01-Sep-23,8:35 AM
343,5132223931,5132223932,10000,916402674,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,122.506,40,"LINESTRING (104.8387167 11.5489271, 104.8387955 11.5490031, 104.8392309 11.5493665, 104.8395638 11.5496513)","(11.5489271, 104.8387167)","(11.5496513, 104.8395638)",01-Sep-23 8.35 AM - 20240115195345.png,01-Sep-23,8:35 AM
344,5132223932,5132223938,10000,916402674,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,120.66699999999999,40,"LINESTRING (104.8380363 11.548074, 104.8381324 11.5482266, 104.838197 11.548318, 104.8382638 11.5484045, 104.8384867 11.5486835, 104.8385446 11.5487471, 104.8386184 11.5488286, 104.8387167 11.5489271)","(11.548074, 104.8380363)","(11.5489271, 104.8387167)",01-Sep-23 8.35 AM - 20240115195349.png,01-Sep-23,8:35 AM
345,5132223933,5132223945,10000,916402674,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,225.562,40,"LINESTRING (104.836127 11.5434027, 104.8364947 11.5443235, 104.8368795 11.5452925)","(11.5434027, 104.836127)","(11.5452925, 104.8368795)",01-Sep-23 8.35 AM - 20240115195402.png,01-Sep-23,8:35 AM
346,5132223933,5721872684,10000,916402674,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,245.542,40,"LINESTRING (104.8353037 11.5413471, 104.836127 11.5434027)","(11.5413471, 104.8353037)","(11.5434027, 104.836127)",01-Sep-23 8.35 AM - 20240115195406.png,01-Sep-23,8:35 AM
347,5132223935,6186260350,10000,916402674,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,111.574,40,"LINESTRING (104.8371808 11.5460508, 104.8375522 11.5469859)","(11.5460508, 104.8371808)","(11.5469859, 104.8375522)",01-Sep-23 8.35 AM - 20240115195411.png,01-Sep-23,8:35 AM
348,5132223941,5721872684,10000,916402674,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,293.903,40,"LINESTRING (104.8339277 11.5390974, 104.8340417 11.5392334, 104.8345074 11.5397873, 104.8346397 11.5399755, 104.8347872 11.54022, 104.8348833 11.5403908, 104.8349687 11.5405561, 104.8350398 11.5407055, 104.8351205 11.5408888, 104.8353037 11.5413471)","(11.5390974, 104.8339277)","(11.5413471, 104.8353037)",01-Sep-23 8.35 AM - 20240115195415.png,01-Sep-23,8:35 AM
349,5132223941,8256578476,10000,916402674,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,225.062,40,"LINESTRING (104.8326078 11.5375404, 104.8339277 11.5390974)","(11.5375404, 104.8326078)","(11.5390974, 104.8339277)",01-Sep-23 8.35 AM - 20240115195419.png,01-Sep-23,8:35 AM
350,5132223945,6186260350,10000,916402674,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,90.483,40,"LINESTRING (104.8368795 11.5452925, 104.8371808 11.5460508)","(11.5452925, 104.8368795)","(11.5460508, 104.8371808)",01-Sep-23 8.35 AM - 20240115195423.png,01-Sep-23,8:35 AM
351,5136092974,6119758584,10000,1161208451,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,14.101,40,"LINESTRING (104.9200376 11.5599126, 104.9200221 11.5600385)","(11.5599126, 104.9200376)","(11.5600385, 104.9200221)",01-Sep-23 8.35 AM - 20240115195427.png,01-Sep-23,8:35 AM
352,5136092975,11009661660,10000,1160247620,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,135.499,40,"LINESTRING (104.9199373 11.5599078, 104.9201197 11.5587024)","(11.5599078, 104.9199373)","(11.5587024, 104.9201197)",01-Sep-23 8.35 AM - 20240115195431.png,01-Sep-23,8:35 AM
353,5136092975,5136092976,10000,1161208450,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,14.537,40,"LINESTRING (104.9199169 11.560037, 104.9199373 11.5599078)","(11.560037, 104.9199169)","(11.5599078, 104.9199373)",01-Sep-23 8.35 AM - 20240115195435.png,01-Sep-23,8:35 AM
354,5312952297,6115391721,10000,920002943,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,36.47,,"LINESTRING (104.8681771 11.563011, 104.8678425 11.5630217)","(11.563011, 104.8681771)","(11.5630217, 104.8678425)",01-Sep-23 8.35 AM - 20240115195439.png,01-Sep-23,8:35 AM
355,5312952297,6115391731,10000,920002943,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,10.159,,"LINESTRING (104.8682703 11.563008, 104.8681771 11.563011)","(11.563008, 104.8682703)","(11.563011, 104.8681771)",01-Sep-23 8.35 AM - 20240115195443.png,01-Sep-23,8:35 AM
356,5312954071,6112798107,10000,920002945,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,55.38,,"LINESTRING (104.8732838 11.56263, 104.8737919 11.562614)","(11.56263, 104.8732838)","(11.562614, 104.8737919)",01-Sep-23 8.35 AM - 20240115195447.png,01-Sep-23,8:35 AM
357,5312954072,10769305233,10000,920002943,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,54.877,,"LINESTRING (104.8727529 11.5628636, 104.8722494 11.5628789)","(11.5628636, 104.8727529)","(11.5628789, 104.8722494)",01-Sep-23 8.35 AM - 20240115195452.png,01-Sep-23,8:35 AM
358,5312954072,5851936944,10000,920002943,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,108.386,,"LINESTRING (104.8737473 11.5628316, 104.8734559 11.5628409, 104.8727529 11.5628636)","(11.5628316, 104.8737473)","(11.5628636, 104.8727529)",01-Sep-23 8.35 AM - 20240115195457.png,01-Sep-23,8:35 AM
359,5312961088,6115391889,10000,920002943,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,42.043,,"LINESTRING (104.8672607 11.5630405, 104.8668748 11.5630354)","(11.5630405, 104.8672607)","(11.5630354, 104.8668748)",01-Sep-23 8.35 AM - 20240115195501.png,01-Sep-23,8:35 AM
360,5334488218,11063648654,10000,644429981,0,5,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,True,11.946,40,"LINESTRING (104.9107269 11.5708142, 104.9106177 11.5708044)","(11.5708142, 104.9107269)","(11.5708044, 104.9106177)",01-Sep-23 8.35 AM - 20240115195513.png,01-Sep-23,8:35 AM
361,5334488218,9049398503,10000,644429981,0,5,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,10.273,40,"LINESTRING (104.9105238 11.5707959, 104.9106177 11.5708044)","(11.5707959, 104.9105238)","(11.5708044, 104.9106177)",01-Sep-23 8.35 AM - 20240115195518.png,01-Sep-23,8:35 AM
362,5334488321,11063648663,10000,644429981,0,5,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,14.419,40,"LINESTRING (104.9108213 11.5708228, 104.9109531 11.5708347)","(11.5708228, 104.9108213)","(11.5708347, 104.9109531)",01-Sep-23 8.35 AM - 20240115195523.png,01-Sep-23,8:35 AM
363,5334488321,11065956051,10000,1086859264,0,5,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,True,3.943,40,"LINESTRING (104.9109891 11.5708384, 104.9109531 11.5708347)","(11.5708384, 104.9109891)","(11.5708347, 104.9109531)",01-Sep-23 8.35 AM - 20240115195528.png,01-Sep-23,8:35 AM
364,5334488323,9049398503,10000,644429981,0,5,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,True,13.259,40,"LINESTRING (104.9105238 11.5707959, 104.9104026 11.5707849)","(11.5707959, 104.9105238)","(11.5707849, 104.9104026)",01-Sep-23 8.35 AM - 20240115195532.png,01-Sep-23,8:35 AM
365,5334488323,9932643021,10000,768592866,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,125.662,40,"LINESTRING (104.9104026 11.5707849, 104.9102385 11.5708196, 104.909433 11.5707409, 104.9092696 11.5706764)","(11.5707849, 104.9104026)","(11.5706764, 104.9092696)",01-Sep-23 8.35 AM - 20240115195537.png,01-Sep-23,8:35 AM
366,5334488323,9932643021,10000,1083884943,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,125.361,40,"LINESTRING (104.9092696 11.5706764, 104.9094415 11.5706471, 104.9102495 11.5707267, 104.9104026 11.5707849)","(11.5706764, 104.9092696)","(11.5707849, 104.9104026)",01-Sep-23 8.35 AM - 20240115195542.png,01-Sep-23,8:35 AM
367,5367429931,8430891593,10000,1160028286,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,29.474,40,"LINESTRING (104.9225263 11.5436038, 104.9224853 11.5438658)","(11.5436038, 104.9225263)","(11.5438658, 104.9224853)",01-Sep-23 8.35 AM - 20240115195547.png,01-Sep-23,8:35 AM
368,5719245394,10800011659,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,42.652,40,"LINESTRING (104.8567031 11.562898, 104.8563255 11.5627966)","(11.562898, 104.8567031)","(11.5627966, 104.8563255)",01-Sep-23 8.35 AM - 20240115195552.png,01-Sep-23,8:35 AM
369,5719245398,5727365798,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,17.623,40,"LINESTRING (104.8638305 11.5630819, 104.8636688 11.5630867)","(11.5630819, 104.8638305)","(11.5630867, 104.8636688)",01-Sep-23 8.35 AM - 20240115195558.png,01-Sep-23,8:35 AM
370,5719245398,5727365787,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,39.236,40,"LINESTRING (104.8641905 11.5630711, 104.8640926 11.563074, 104.8638305 11.5630819)","(11.5630711, 104.8641905)","(11.5630819, 104.8638305)",01-Sep-23 8.35 AM - 20240115195602.png,01-Sep-23,8:35 AM
371,5719245399,10800011665,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,3.662,40,"LINESTRING (104.8631421 11.5631024, 104.8631085 11.5631034)","(11.5631024, 104.8631421)","(11.5631034, 104.8631085)",01-Sep-23 8.35 AM - 20240115195608.png,01-Sep-23,8:35 AM
372,5719245400,10800011664,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,3.738,40,"LINESTRING (104.8631051 11.5629975, 104.8631394 11.5629965)","(11.5629975, 104.8631051)","(11.5629965, 104.8631394)",01-Sep-23 8.35 AM - 20240115195613.png,01-Sep-23,8:35 AM
373,5719245401,9024722048,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,18.071,40,"LINESTRING (104.861729 11.5630421, 104.8618948 11.563037)","(11.5630421, 104.861729)","(11.563037, 104.8618948)",01-Sep-23 8.35 AM - 20240115195618.png,01-Sep-23,8:35 AM
374,5719245401,5727365726,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,35.455,40,"LINESTRING (104.8614037 11.5630521, 104.861729 11.5630421)","(11.5630521, 104.8614037)","(11.5630421, 104.861729)",01-Sep-23 8.35 AM - 20240115195622.png,01-Sep-23,8:35 AM
375,5719245402,9024722047,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,18.223,40,"LINESTRING (104.8618979 11.5631398, 104.8617307 11.5631448)","(11.5631398, 104.8618979)","(11.5631448, 104.8617307)",01-Sep-23 8.35 AM - 20240115195635.png,01-Sep-23,8:35 AM
376,5719245403,10803592967,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,74.156,40,"LINESTRING (104.8603664 11.5631857, 104.859686 11.5632061)","(11.5631857, 104.8603664)","(11.5632061, 104.859686)",01-Sep-23 8.35 AM - 20240115195640.png,01-Sep-23,8:35 AM
377,5721872681,6263325126,10000,668829617,0,8,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,True,24.336,40,"LINESTRING (104.8455422 11.5547686, 104.8457114 11.5549115)","(11.5547686, 104.8455422)","(11.5549115, 104.8457114)",01-Sep-23 8.35 AM - 20240115195646.png,01-Sep-23,8:35 AM
378,5721872681,6263321322,10000,668829617,0,8,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,15.548,40,"LINESTRING (104.8458195 11.5550028, 104.8457114 11.5549115)","(11.5550028, 104.8458195)","(11.5549115, 104.8457114)",01-Sep-23 8.35 AM - 20240115195651.png,01-Sep-23,8:35 AM
379,5727131790,5727131793,10000,887083453,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,9.438,40,"LINESTRING (104.8430064 11.55274, 104.8429399 11.5526856)","(11.55274, 104.8430064)","(11.5526856, 104.8429399)",01-Sep-23 8.35 AM - 20240115195655.png,01-Sep-23,8:35 AM
380,5727131790,6685124421,10000,887083453,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,69.15299999999999,40,"LINESTRING (104.8435342 11.5530725, 104.8433014 11.5529804, 104.8430064 11.55274)","(11.5530725, 104.8435342)","(11.55274, 104.8430064)",01-Sep-23 8.35 AM - 20240115195700.png,01-Sep-23,8:35 AM
381,5727131811,8721988500,10000,1109914910,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,29.786,40,"LINESTRING (104.8473305 11.5563731, 104.8471242 11.5561973)","(11.5563731, 104.8473305)","(11.5561973, 104.8471242)",01-Sep-23 8.35 AM - 20240115195704.png,01-Sep-23,8:35 AM
382,5727133121,6093967216,10000,651943546,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,35.446,40,"LINESTRING (104.850844 11.5593706, 104.8506002 11.5591595)","(11.5593706, 104.850844)","(11.5591595, 104.8506002)",01-Sep-23 8.35 AM - 20240115195708.png,01-Sep-23,8:35 AM
383,5727133192,9843571771,10000,651943546,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,33.138,40,"LINESTRING (104.8505421 11.5591101, 104.8503126 11.5589145)","(11.5591101, 104.8505421)","(11.5589145, 104.8503126)",01-Sep-23 8.35 AM - 20240115195714.png,01-Sep-23,8:35 AM
384,5727133192,6093967216,10000,651943546,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,8.381,40,"LINESTRING (104.8506002 11.5591595, 104.8505421 11.5591101)","(11.5591595, 104.8506002)","(11.5591101, 104.8505421)",01-Sep-23 8.35 AM - 20240115195722.png,01-Sep-23,8:35 AM
385,5727334093,9843571791,10000,651943546,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,68.467,40,"LINESTRING (104.8498023 11.5584796, 104.8493273 11.5580764)","(11.5584796, 104.8498023)","(11.5580764, 104.8493273)",01-Sep-23 8.35 AM - 20240115195728.png,01-Sep-23,8:35 AM
386,5727334093,8736671624,10000,651943546,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,38.447,40,"LINESTRING (104.8500686 11.5587065, 104.8498023 11.5584796)","(11.5587065, 104.8500686)","(11.5584796, 104.8498023)",01-Sep-23 8.35 AM - 20240115195734.png,01-Sep-23,8:35 AM
387,5727365761,5727365776,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,16.283,40,"LINESTRING (104.8650416 11.5630456, 104.8648922 11.5630501)","(11.5630456, 104.8650416)","(11.5630501, 104.8648922)",01-Sep-23 8.35 AM - 20240115195739.png,01-Sep-23,8:35 AM
388,5727365779,5727365787,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,18.408,40,"LINESTRING (104.8643594 11.563066, 104.8641905 11.5630711)","(11.563066, 104.8643594)","(11.5630711, 104.8641905)",01-Sep-23 8.35 AM - 20240115195743.png,01-Sep-23,8:35 AM
389,5727365798,10800011665,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,57.404,40,"LINESTRING (104.8636688 11.5630867, 104.8631421 11.5631024)","(11.5630867, 104.8636688)","(11.5631024, 104.8631421)",01-Sep-23 8.35 AM - 20240115195748.png,01-Sep-23,8:35 AM
390,5729145093,6186260353,10000,916400502,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,82.131,40,"LINESTRING (104.8349831 11.5409522, 104.8349093 11.5407774, 104.8348471 11.540644, 104.8347622 11.540485, 104.8346514 11.5402898)","(11.5409522, 104.8349831)","(11.5402898, 104.8346514)",01-Sep-23 8.35 AM - 20240115195801.png,01-Sep-23,8:35 AM
391,5729161281,6116326517,10000,916400502,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,73.772,40,"LINESTRING (104.8363612 11.5443733, 104.8361162 11.5437548)","(11.5443733, 104.8363612)","(11.5437548, 104.8361162)",01-Sep-23 8.35 AM - 20240115195807.png,01-Sep-23,8:35 AM
392,5731510270,8256578476,10000,916402674,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,180.294,40,"LINESTRING (104.831565 11.5362814, 104.8326078 11.5375404)","(11.5362814, 104.831565)","(11.5375404, 104.8326078)",01-Sep-23 8.35 AM - 20240115195811.png,01-Sep-23,8:35 AM
393,5783982936,7151463450,10000,1160028286,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,193.233,40,"LINESTRING (104.9233364 11.5382257, 104.9230798 11.5399452)","(11.5382257, 104.9233364)","(11.5399452, 104.9230798)",01-Sep-23 8.35 AM - 20240115195815.png,01-Sep-23,8:35 AM
394,5783982936,7151459802,10000,1160028286,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,67.369,40,"LINESTRING (104.9234265 11.5376263, 104.9233364 11.5382257)","(11.5376263, 104.9234265)","(11.5382257, 104.9233364)",01-Sep-23 8.35 AM - 20240115195820.png,01-Sep-23,8:35 AM
395,5785295125,6128818259,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,40.111,40,"LINESTRING (104.858471 11.5630597, 104.8588377 11.5630922)","(11.5630597, 104.858471)","(11.5630922, 104.8588377)",01-Sep-23 8.35 AM - 20240115195824.png,01-Sep-23,8:35 AM
396,5785295125,10800011660,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,90.077,40,"LINESTRING (104.8576477 11.5629846, 104.858471 11.5630597)","(11.5629846, 104.8576477)","(11.5630597, 104.858471)",01-Sep-23 8.35 AM - 20240115195828.png,01-Sep-23,8:35 AM
397,5789515371,6112749039,10000,1160028287,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,68.842,40,"LINESTRING (104.9232411 11.5382241, 104.9233332 11.5376116)","(11.5382241, 104.9232411)","(11.5376116, 104.9233332)",01-Sep-23 8.35 AM - 20240115195832.png,01-Sep-23,8:35 AM
398,5789945532,6115391889,10000,920002943,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,26.737,,"LINESTRING (104.867506 11.5630326, 104.8672607 11.5630405)","(11.5630326, 104.867506)","(11.5630405, 104.8672607)",01-Sep-23 8.35 AM - 20240115195836.png,01-Sep-23,8:35 AM
399,5789945532,6115391721,10000,920002943,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,36.678,,"LINESTRING (104.8678425 11.5630217, 104.867506 11.5630326)","(11.5630217, 104.8678425)","(11.5630326, 104.867506)",01-Sep-23 8.35 AM - 20240115195840.png,01-Sep-23,8:35 AM
400,5790164077,8736718511,10000,654022221,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,6.5,40,"LINESTRING (104.8822758 11.563146, 104.8823354 11.5631487)","(11.563146, 104.8822758)","(11.5631487, 104.8823354)",01-Sep-23 8.35 AM - 20240115195845.png,01-Sep-23,8:35 AM
401,5790164077,5790164080,10000,654022221,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,56.586,40,"LINESTRING (104.8817569 11.5631229, 104.8822758 11.563146)","(11.5631229, 104.8817569)","(11.563146, 104.8822758)",01-Sep-23 8.35 AM - 20240115195850.png,01-Sep-23,8:35 AM
402,5790164078,11006427794,10000,1124328392,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,39.885,40,"LINESTRING (104.8817519 11.5632315, 104.8813865 11.5632089)","(11.5632315, 104.8817519)","(11.5632089, 104.8813865)",01-Sep-23 8.35 AM - 20240115195855.png,01-Sep-23,8:35 AM
403,5790164078,6113635977,10000,1124328392,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,10.536,40,"LINESTRING (104.8818486 11.5632331, 104.8817519 11.5632315)","(11.5632331, 104.8818486)","(11.5632315, 104.8817519)",01-Sep-23 8.35 AM - 20240115195859.png,01-Sep-23,8:35 AM
404,5790164079,6113635970,10000,1124328392,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,7.842,40,"LINESTRING (104.8822718 11.5632525, 104.8821999 11.563249)","(11.5632525, 104.8822718)","(11.563249, 104.8821999)",01-Sep-23 8.35 AM - 20240115195903.png,01-Sep-23,8:35 AM
